Teacher_ID,Full_Name,Gender,Country,Primary_Subject,Secondary_Subject,Education_Level,Years_of_Experience,Teaching_Style,Certifications,Availability,Language,Student_Rating,Courses_Taught,Is_Research_Active,Email
T07493,Travis Mitchell,Female,Germany,Geography,Philosophy,Bachelors,3,Flipped Classroom,B.Ed,Full-time,German,2.99,38,False,travis.mitchell@example.edu
T07494,John Tran,Male,Canada,Chemistry,Chemistry,PhD,29,Project-based,B.Ed,Part-time,Spanish,4.96,15,True,john.tran@example.edu
T07495,John Wood,Non-Binary,USA,History,History,PhD,27,Hybrid,B.Ed,Part-time,English,3.94,68,False,john.wood@example.edu
T07496,Barbara Adams,Non-Binary,France,Chemistry,Mathematics,Bachelors,36,Lecture-based,M.Ed,Visiting,French,2.52,72,False,barbara.adams@example.edu
T07497,Angela Johnson,Male,France,Biology,English,Bachelors,16,Flipped Classroom,B.Ed,Visiting,German,4.79,77,False,angela.johnson@example.edu
T07498,Christina Fritz,Male,Australia,Philosophy,Geography,Masters,12,Interactive,B.Ed,Visiting,Mandarin,2.8,96,True,christina.fritz@example.edu
T07499,Brandon Flores,Male,Canada,Economics,Mathematics,PhD,18,Lecture-based,B.Ed,Visiting,German,4.37,32,True,brandon.flores@example.edu
T07500,Brooke Gray,Female,France,English,Geography,PhD,17,Flipped Classroom,None,Full-time,Spanish,2.86,40,True,brooke.gray@example.edu
T07501,Christine Wood,Non-Binary,France,Chemistry,Physics,Masters,10,Interactive,None,Visiting,English,2.93,13,False,christine.wood@example.edu
T07502,Misty Berry,Female,Canada,Physics,History,PhD,27,Project-based,None,Part-time,French,3.1,32,True,misty.berry@example.edu
T07503,Joanna Chaney,Male,Australia,Chemistry,History,Masters,15,Flipped Classroom,None,Full-time,German,4.07,48,True,joanna.chaney@example.edu
T07504,James Pierce,Non-Binary,Australia,Physics,Chemistry,PhD,36,Flipped Classroom,TESOL,Full-time,French,4.57,6,True,james.pierce@example.edu
T07505,Catherine Watkins,Male,Canada,Computer Science,Computer Science,Bachelors,14,Project-based,TESOL,Full-time,Spanish,2.8,31,False,catherine.watkins@example.edu
T07506,Nicholas Mcmillan,Non-Binary,Canada,Physics,English,Masters,34,Lecture-based,B.Ed,Visiting,Mandarin,2.71,70,True,nicholas.mcmillan@example.edu
T07507,Nichole Cole,Non-Binary,Canada,Economics,Philosophy,PhD,26,Project-based,None,Full-time,Mandarin,4.27,63,False,nichole.cole@example.edu
T07508,David Webster,Non-Binary,Germany,History,Biology,PhD,19,Interactive,M.Ed,Visiting,French,3.86,44,True,david.webster@example.edu
T07509,Jennifer Silva,Non-Binary,France,English,Physics,PhD,27,Flipped Classroom,M.Ed,Full-time,Spanish,3.77,76,False,jennifer.silva@example.edu
T07510,Dustin Morton,Female,UK,Biology,Mathematics,Masters,23,Lecture-based,Online Certifications,Full-time,English,3.13,8,False,dustin.morton@example.edu
T07511,Kimberly Jenkins,Female,USA,Philosophy,Biology,Masters,25,Hybrid,M.Ed,Full-time,German,2.69,45,True,kimberly.jenkins@example.edu
T07512,Christopher Allen,Female,Germany,Geography,Economics,PhD,1,Hybrid,PGCE,Full-time,Spanish,3.36,91,False,christopher.allen@example.edu
T07513,Brittany Elliott,Female,Australia,History,Geography,Bachelors,7,Flipped Classroom,None,Visiting,German,3.57,51,False,brittany.elliott@example.edu
T07514,Stephanie Cannon,Male,India,Mathematics,Biology,PhD,8,Flipped Classroom,TESOL,Part-time,German,2.61,18,False,stephanie.cannon@example.edu
T07515,Marissa Jones,Male,UK,Computer Science,Biology,PhD,19,Hybrid,PGCE,Part-time,Mandarin,3.62,70,False,marissa.jones@example.edu
T07516,Tammy Thompson,Female,India,History,Biology,PhD,40,Interactive,M.Ed,Part-time,French,3.99,50,True,tammy.thompson@example.edu
T07517,Andrew Spencer,Male,Germany,Physics,Biology,PhD,32,Lecture-based,PGCE,Full-time,Spanish,3.22,14,True,andrew.spencer@example.edu
T07518,Lynn Lambert,Female,UK,Geography,Biology,Bachelors,18,Hybrid,M.Ed,Part-time,English,3.03,79,True,lynn.lambert@example.edu
T07519,Brett Atkins,Male,Canada,Mathematics,Economics,PhD,38,Project-based,Online Certifications,Visiting,German,3.76,25,False,brett.atkins@example.edu
T07520,Todd Small,Non-Binary,France,English,Computer Science,PhD,28,Flipped Classroom,M.Ed,Part-time,Spanish,4.59,38,False,todd.small@example.edu
T07521,Valerie Woods,Female,Germany,Philosophy,Geography,Bachelors,18,Lecture-based,None,Visiting,Mandarin,4.76,47,True,valerie.woods@example.edu
T07522,Nicholas King,Male,USA,History,Economics,Bachelors,24,Hybrid,TESOL,Visiting,English,3.57,77,True,nicholas.king@example.edu
T07523,Rachel Coleman,Male,Australia,Biology,English,Masters,8,Flipped Classroom,PGCE,Visiting,Spanish,3.32,97,True,rachel.coleman@example.edu
T07524,Lynn Gonzalez,Female,Canada,Geography,Economics,Masters,34,Hybrid,None,Part-time,French,4.43,74,True,lynn.gonzalez@example.edu
T07525,Brandon Craig,Non-Binary,Canada,History,Biology,Bachelors,22,Flipped Classroom,B.Ed,Visiting,German,3.13,75,True,brandon.craig@example.edu
T07526,John Sanchez,Non-Binary,Australia,History,Philosophy,PhD,35,Lecture-based,M.Ed,Visiting,Spanish,2.76,79,False,john.sanchez@example.edu
T07527,Alyssa Stewart,Male,UK,Computer Science,History,Masters,25,Lecture-based,TESOL,Visiting,English,4.53,41,False,alyssa.stewart@example.edu
T07528,Brandi Roy,Non-Binary,USA,English,Chemistry,Masters,21,Project-based,Online Certifications,Full-time,Mandarin,3.39,30,True,brandi.roy@example.edu
T07529,Andrew Gallagher,Non-Binary,Canada,Biology,Computer Science,PhD,3,Flipped Classroom,TESOL,Full-time,French,2.54,57,True,andrew.gallagher@example.edu
T07530,Megan Tran,Female,USA,Physics,Economics,PhD,31,Lecture-based,B.Ed,Part-time,English,3.6,25,False,megan.tran@example.edu
T07531,Dustin Martinez,Male,Canada,Economics,Mathematics,Bachelors,1,Project-based,M.Ed,Part-time,Mandarin,2.52,6,True,dustin.martinez@example.edu
T07532,Brittany Thomas,Female,UK,English,Chemistry,Bachelors,22,Interactive,Online Certifications,Full-time,English,4.55,38,True,brittany.thomas@example.edu
T07533,Jeffery Perry,Male,UK,Economics,Mathematics,Masters,9,Lecture-based,None,Part-time,German,3.22,55,True,jeffery.perry@example.edu
T07534,Ashley Morales,Male,USA,Geography,Chemistry,Bachelors,38,Project-based,B.Ed,Visiting,German,4.53,35,False,ashley.morales@example.edu
T07535,Thomas Garrett,Non-Binary,France,Mathematics,Geography,Masters,1,Flipped Classroom,None,Full-time,French,2.96,98,True,thomas.garrett@example.edu
T07536,Calvin Garcia,Male,Australia,Geography,Geography,PhD,22,Project-based,M.Ed,Part-time,English,2.51,36,True,calvin.garcia@example.edu
T07537,Samantha Lane,Male,USA,Geography,Philosophy,PhD,11,Flipped Classroom,PGCE,Visiting,French,3.02,61,False,samantha.lane@example.edu
T07538,Mary Evans,Male,UK,Philosophy,Physics,PhD,14,Interactive,PGCE,Full-time,French,4.4,47,True,mary.evans@example.edu
T07539,Brett Le,Male,India,Economics,Computer Science,PhD,30,Flipped Classroom,None,Full-time,German,2.99,49,False,brett.le@example.edu
T07540,Patricia Marks,Female,Australia,Mathematics,Philosophy,PhD,38,Project-based,None,Full-time,Spanish,2.9,71,True,patricia.marks@example.edu
T07541,Christian Lewis,Non-Binary,UK,History,Philosophy,Masters,17,Lecture-based,None,Part-time,French,4.29,26,True,christian.lewis@example.edu
T07542,Grant Rhodes,Male,Canada,Chemistry,Biology,Bachelors,25,Interactive,PGCE,Visiting,French,3.08,54,False,grant.rhodes@example.edu
T07543,Darrell Taylor,Female,India,Mathematics,English,Masters,38,Project-based,B.Ed,Visiting,French,3.94,36,True,darrell.taylor@example.edu
T07544,Linda Conway,Female,France,Philosophy,Geography,PhD,5,Flipped Classroom,B.Ed,Full-time,English,3.89,64,True,linda.conway@example.edu
T07545,Arthur Ford,Male,Germany,Chemistry,Philosophy,Bachelors,1,Interactive,B.Ed,Part-time,French,4.12,91,True,arthur.ford@example.edu
T07546,Robert Miles,Male,UK,Mathematics,Economics,PhD,37,Interactive,PGCE,Part-time,French,4.56,8,False,robert.miles@example.edu
T07547,Jeanne Hawkins,Non-Binary,France,Mathematics,English,PhD,34,Lecture-based,Online Certifications,Visiting,Mandarin,4.72,85,True,jeanne.hawkins@example.edu
T07548,Paula Allen DVM,Female,USA,Mathematics,English,PhD,5,Hybrid,None,Full-time,German,4.45,75,True,paula.allen.dvm@example.edu
T07549,Betty Cruz,Non-Binary,Australia,Economics,Computer Science,PhD,15,Lecture-based,Online Certifications,Part-time,French,3.89,58,True,betty.cruz@example.edu
T07550,Todd Anderson,Male,India,Geography,Geography,PhD,33,Interactive,TESOL,Visiting,English,4.14,74,False,todd.anderson@example.edu
T07551,Mario Campos,Non-Binary,Canada,Chemistry,Geography,Masters,1,Lecture-based,Online Certifications,Visiting,Spanish,4.99,22,True,mario.campos@example.edu
T07552,Bryan Watson,Non-Binary,India,History,Philosophy,Bachelors,36,Flipped Classroom,None,Part-time,Mandarin,3.95,75,False,bryan.watson@example.edu
T07553,Michelle Peters,Non-Binary,India,Geography,Biology,PhD,26,Interactive,TESOL,Full-time,English,4.52,69,False,michelle.peters@example.edu
T07554,Jennifer King,Non-Binary,India,History,English,Masters,18,Lecture-based,None,Visiting,German,3.8,25,True,jennifer.king@example.edu
T07555,Charles Carpenter,Male,Germany,Mathematics,English,Masters,37,Flipped Classroom,PGCE,Full-time,Mandarin,3.16,87,True,charles.carpenter@example.edu
T07556,Lauren Hubbard,Male,Canada,English,Geography,Masters,14,Interactive,PGCE,Visiting,English,3.57,58,False,lauren.hubbard@example.edu
T07557,Michelle Rodriguez,Non-Binary,France,Philosophy,History,Bachelors,20,Project-based,None,Visiting,German,4.94,77,True,michelle.rodriguez@example.edu
T07558,Pamela Stewart,Female,Germany,English,Biology,PhD,14,Project-based,B.Ed,Visiting,Mandarin,2.57,22,False,pamela.stewart@example.edu
T07559,Michael Adkins,Male,Canada,Geography,Chemistry,PhD,36,Hybrid,Online Certifications,Visiting,French,2.56,86,False,michael.adkins@example.edu
T07560,William Morales,Female,UK,Mathematics,History,Bachelors,40,Flipped Classroom,B.Ed,Visiting,English,3.22,33,False,william.morales@example.edu
T07561,Joseph Jones,Male,Australia,Physics,Biology,PhD,3,Flipped Classroom,PGCE,Part-time,French,3.19,94,True,joseph.jones@example.edu
T07562,Brad Walton,Male,USA,English,Computer Science,PhD,30,Hybrid,TESOL,Part-time,Mandarin,4.57,22,True,brad.walton@example.edu
T07563,Timothy Shea,Non-Binary,Germany,Physics,Philosophy,Masters,10,Interactive,PGCE,Visiting,French,3.61,49,True,timothy.shea@example.edu
T07564,Jay Peterson,Female,India,Physics,History,PhD,27,Lecture-based,TESOL,Visiting,French,4.77,60,True,jay.peterson@example.edu
T07565,David Jones,Female,UK,Philosophy,Physics,PhD,1,Lecture-based,None,Full-time,Spanish,2.74,10,True,david.jones@example.edu
T07566,Mark Perez,Female,Australia,Mathematics,Geography,Bachelors,32,Flipped Classroom,Online Certifications,Part-time,French,3.78,53,True,mark.perez@example.edu
T07567,Gary Jimenez,Non-Binary,Australia,Biology,Philosophy,PhD,22,Lecture-based,None,Visiting,English,3.96,89,False,gary.jimenez@example.edu
T07568,Jeremy Parks,Male,Australia,English,Geography,Bachelors,4,Flipped Classroom,Online Certifications,Part-time,Spanish,3.03,94,True,jeremy.parks@example.edu
T07569,Tony Spencer,Non-Binary,Germany,English,English,Bachelors,3,Interactive,M.Ed,Visiting,German,4.03,16,True,tony.spencer@example.edu
T07570,Kristy Hopkins,Male,India,Economics,Philosophy,Bachelors,1,Hybrid,M.Ed,Part-time,English,2.99,44,True,kristy.hopkins@example.edu
T07571,Misty Powers,Female,France,Geography,Computer Science,Bachelors,37,Flipped Classroom,Online Certifications,Part-time,Mandarin,4.23,39,True,misty.powers@example.edu
T07572,Adam Bryan,Non-Binary,Australia,Physics,Geography,Masters,14,Flipped Classroom,B.Ed,Visiting,German,3.74,92,False,adam.bryan@example.edu
T07573,Samantha Morris,Female,UK,Mathematics,Economics,Masters,15,Hybrid,TESOL,Visiting,Mandarin,3.33,81,True,samantha.morris@example.edu
T07574,Christopher Johns,Non-Binary,USA,English,Philosophy,Masters,12,Project-based,TESOL,Part-time,English,3.6,49,False,christopher.johns@example.edu
T07575,Amy Ortiz,Female,Australia,Computer Science,English,PhD,19,Hybrid,B.Ed,Full-time,French,2.58,89,False,amy.ortiz@example.edu
T07576,Jacqueline Warren,Female,UK,Chemistry,History,PhD,25,Hybrid,B.Ed,Visiting,Mandarin,3.27,28,True,jacqueline.warren@example.edu
T07577,Troy Adkins,Non-Binary,UK,Physics,Mathematics,Bachelors,40,Hybrid,M.Ed,Part-time,Spanish,3.71,46,True,troy.adkins@example.edu
T07578,Carly Branch,Female,Germany,English,Computer Science,PhD,8,Interactive,B.Ed,Visiting,English,4.23,71,True,carly.branch@example.edu
T07579,Valerie Martinez,Female,France,Chemistry,Computer Science,PhD,12,Lecture-based,Online Certifications,Part-time,French,3.49,7,True,valerie.martinez@example.edu
T07580,Eduardo West,Female,USA,Mathematics,Geography,Bachelors,19,Flipped Classroom,M.Ed,Full-time,English,2.62,70,True,eduardo.west@example.edu
T07581,Lisa White,Female,UK,Economics,Geography,PhD,7,Lecture-based,PGCE,Full-time,Spanish,4.19,58,True,lisa.white@example.edu
T07582,Megan Young,Male,UK,Biology,Biology,Bachelors,27,Hybrid,TESOL,Full-time,German,4.11,9,False,megan.young@example.edu
T07583,Cheryl Delgado,Male,Germany,English,Chemistry,Bachelors,21,Interactive,PGCE,Part-time,Mandarin,4.09,49,False,cheryl.delgado@example.edu
T07584,Kristen Acosta,Male,Canada,Philosophy,English,Masters,33,Project-based,TESOL,Full-time,German,4.84,34,False,kristen.acosta@example.edu
T07585,Heidi Jones,Non-Binary,India,Mathematics,Biology,PhD,5,Hybrid,PGCE,Visiting,Mandarin,3.69,32,True,heidi.jones@example.edu
T07586,Paul Schneider,Female,UK,Physics,Computer Science,PhD,20,Lecture-based,Online Certifications,Part-time,English,4.07,92,True,paul.schneider@example.edu
T07587,Amy Johnson,Non-Binary,Australia,Physics,Mathematics,PhD,32,Lecture-based,M.Ed,Full-time,Spanish,4.6,89,True,amy.johnson@example.edu
T07588,Justin Clark,Non-Binary,Germany,English,Philosophy,PhD,10,Interactive,PGCE,Full-time,German,3.85,68,True,justin.clark@example.edu
T07589,Andrew Mccoy,Male,India,Philosophy,Physics,Masters,2,Lecture-based,None,Full-time,Mandarin,4.86,89,True,andrew.mccoy@example.edu
T07590,Sean Snyder,Non-Binary,Canada,Economics,Philosophy,PhD,13,Hybrid,B.Ed,Full-time,German,3.91,57,True,sean.snyder@example.edu
T07591,Karen Potts,Non-Binary,Germany,English,Philosophy,Masters,27,Project-based,Online Certifications,Part-time,Spanish,4.21,41,True,karen.potts@example.edu
T07592,Stephen Patel,Male,Germany,Computer Science,Computer Science,PhD,19,Hybrid,Online Certifications,Full-time,French,4.82,97,True,stephen.patel@example.edu
T07593,Ian Pena,Non-Binary,Canada,Chemistry,Chemistry,PhD,37,Lecture-based,Online Certifications,Full-time,English,4.75,58,False,ian.pena@example.edu
T07594,John Rodriguez,Female,Germany,Philosophy,History,Bachelors,17,Project-based,B.Ed,Visiting,Spanish,2.92,98,False,john.rodriguez@example.edu
T07595,Tina Cook,Female,UK,Biology,Economics,Bachelors,8,Interactive,TESOL,Visiting,French,3.0,44,False,tina.cook@example.edu
T07596,Gregory Andrews,Male,Australia,Chemistry,Philosophy,PhD,37,Interactive,None,Full-time,French,3.91,58,False,gregory.andrews@example.edu
T07597,Steven Neal,Female,UK,Mathematics,History,PhD,30,Lecture-based,TESOL,Visiting,Mandarin,2.55,64,True,steven.neal@example.edu
T07598,Samantha Wilson,Female,UK,English,Economics,Masters,26,Interactive,TESOL,Visiting,Spanish,3.7,25,True,samantha.wilson@example.edu
T07599,Chelsea Reyes,Male,Canada,English,Mathematics,PhD,20,Lecture-based,B.Ed,Part-time,German,3.28,20,False,chelsea.reyes@example.edu
T07600,Monica Lopez,Non-Binary,USA,English,Philosophy,PhD,10,Project-based,PGCE,Full-time,English,3.78,89,False,monica.lopez@example.edu
T07601,Connie Matthews,Male,Australia,Geography,Philosophy,Bachelors,28,Lecture-based,None,Visiting,English,4.51,38,True,connie.matthews@example.edu
T07602,Regina Morgan,Male,India,History,Physics,Bachelors,5,Lecture-based,TESOL,Visiting,German,4.0,23,False,regina.morgan@example.edu
T07603,Stacy Wright,Non-Binary,India,Chemistry,Economics,PhD,5,Interactive,None,Visiting,French,4.37,35,False,stacy.wright@example.edu
T07604,William Snyder,Female,UK,Chemistry,Economics,Masters,26,Hybrid,Online Certifications,Full-time,Mandarin,3.34,10,True,william.snyder@example.edu
T07605,Dalton Mullins,Female,Germany,Physics,Economics,Bachelors,21,Hybrid,Online Certifications,Visiting,French,4.52,27,True,dalton.mullins@example.edu
T07606,James Fry,Male,France,Computer Science,History,Masters,29,Interactive,B.Ed,Full-time,French,4.7,63,False,james.fry@example.edu
T07607,Sarah Bailey,Female,France,Physics,Mathematics,PhD,40,Interactive,Online Certifications,Full-time,French,3.55,5,False,sarah.bailey@example.edu
T07608,Anna Black,Female,Germany,Computer Science,Physics,Bachelors,17,Lecture-based,PGCE,Part-time,Spanish,2.59,19,False,anna.black@example.edu
T07609,Robin White,Non-Binary,UK,Biology,Chemistry,Masters,20,Lecture-based,PGCE,Full-time,German,4.8,47,True,robin.white@example.edu
T07610,Eugene Krueger,Male,USA,English,Philosophy,Bachelors,14,Hybrid,None,Visiting,French,4.87,81,False,eugene.krueger@example.edu
T07611,Jason Bowers,Female,France,Geography,Economics,PhD,24,Hybrid,M.Ed,Part-time,Mandarin,3.1,58,True,jason.bowers@example.edu
T07612,Raymond Jackson,Non-Binary,UK,Geography,Geography,PhD,17,Lecture-based,PGCE,Full-time,Mandarin,4.35,92,True,raymond.jackson@example.edu
T07613,Christine Jones,Male,Australia,Biology,English,Masters,32,Hybrid,PGCE,Part-time,Spanish,4.66,93,True,christine.jones@example.edu
T07614,Mark Smith,Male,USA,Computer Science,Mathematics,Bachelors,19,Flipped Classroom,B.Ed,Full-time,German,4.66,26,False,mark.smith@example.edu
T07615,Crystal Ward,Female,Germany,Economics,Economics,Bachelors,34,Project-based,M.Ed,Visiting,German,4.3,25,False,crystal.ward@example.edu
T07616,Taylor Mccall,Female,Australia,Computer Science,Computer Science,Masters,14,Flipped Classroom,None,Full-time,Spanish,4.04,20,True,taylor.mccall@example.edu
T07617,Raymond Meyer,Female,France,Biology,Chemistry,Bachelors,6,Lecture-based,None,Part-time,German,3.68,49,True,raymond.meyer@example.edu
T07618,Jamie Moss,Non-Binary,Canada,History,English,Bachelors,2,Lecture-based,B.Ed,Full-time,Spanish,3.89,87,False,jamie.moss@example.edu
T07619,Marie Tucker,Female,UK,Chemistry,Biology,Bachelors,28,Hybrid,Online Certifications,Full-time,English,3.08,81,True,marie.tucker@example.edu
T07620,Jeffrey Mitchell,Male,India,Physics,English,PhD,30,Hybrid,TESOL,Visiting,French,3.11,52,False,jeffrey.mitchell@example.edu
T07621,Nicholas Johnson,Male,Canada,English,Biology,Masters,37,Lecture-based,TESOL,Part-time,French,4.98,11,False,nicholas.johnson@example.edu
T07622,Ann Smith MD,Female,Canada,Economics,English,Bachelors,22,Lecture-based,B.Ed,Visiting,Spanish,3.78,98,True,ann.smith.md@example.edu
T07623,Paul Gonzalez,Female,USA,Computer Science,Chemistry,PhD,17,Lecture-based,PGCE,Full-time,German,3.0,99,False,paul.gonzalez@example.edu
T07624,Andrew Rodgers,Male,Australia,Philosophy,English,Bachelors,32,Lecture-based,PGCE,Full-time,Spanish,2.51,52,True,andrew.rodgers@example.edu
T07625,Adam Bates,Male,Germany,Geography,History,Masters,29,Project-based,B.Ed,Part-time,Mandarin,4.11,39,False,adam.bates@example.edu
T07626,Robert Thompson,Non-Binary,France,Philosophy,Physics,Bachelors,27,Flipped Classroom,B.Ed,Full-time,German,3.04,67,True,robert.thompson@example.edu
T07627,Jonathan Wood,Non-Binary,France,History,Philosophy,Bachelors,32,Interactive,None,Visiting,Spanish,4.11,17,False,jonathan.wood@example.edu
T07628,Dwayne Dalton,Non-Binary,USA,History,Mathematics,Masters,3,Lecture-based,B.Ed,Part-time,Spanish,4.67,77,False,dwayne.dalton@example.edu
T07629,Natalie Macias,Female,India,Computer Science,English,Bachelors,23,Lecture-based,PGCE,Full-time,Mandarin,2.82,38,False,natalie.macias@example.edu
T07630,Daniel Miller,Male,USA,Chemistry,Economics,Bachelors,19,Flipped Classroom,Online Certifications,Visiting,English,3.11,38,False,daniel.miller@example.edu
T07631,Gina Spencer,Non-Binary,France,Chemistry,Physics,Bachelors,7,Lecture-based,B.Ed,Visiting,Mandarin,4.49,58,False,gina.spencer@example.edu
T07632,David Nguyen PhD,Non-Binary,UK,Economics,Chemistry,PhD,24,Lecture-based,B.Ed,Visiting,Spanish,4.54,76,False,david.nguyen.phd@example.edu
T07633,Christopher Lopez,Female,France,Computer Science,History,Masters,20,Lecture-based,Online Certifications,Part-time,English,4.45,54,True,christopher.lopez@example.edu
T07634,Alyssa Murray,Female,UK,Biology,Biology,PhD,14,Lecture-based,B.Ed,Part-time,French,4.72,13,False,alyssa.murray@example.edu
T07635,Holly Allen,Female,UK,Geography,Mathematics,Masters,33,Flipped Classroom,PGCE,Part-time,French,4.54,25,False,holly.allen@example.edu
T07636,James Stanton,Male,India,Biology,History,PhD,14,Hybrid,TESOL,Part-time,French,3.2,6,True,james.stanton@example.edu
T07637,Sandra Sanders,Non-Binary,Germany,Computer Science,Chemistry,PhD,12,Hybrid,TESOL,Part-time,Mandarin,3.87,15,False,sandra.sanders@example.edu
T07638,Claire Lucas,Female,USA,Biology,English,Masters,8,Flipped Classroom,PGCE,Part-time,German,4.62,88,False,claire.lucas@example.edu
T07639,Jeffery Hernandez,Non-Binary,USA,History,English,Masters,6,Hybrid,None,Full-time,Mandarin,3.46,78,False,jeffery.hernandez@example.edu
T07640,Teresa Cook,Female,India,Philosophy,Physics,Bachelors,34,Interactive,B.Ed,Part-time,English,3.96,40,True,teresa.cook@example.edu
T07641,Rachel Alvarado,Non-Binary,USA,English,Economics,PhD,30,Hybrid,None,Full-time,Mandarin,4.57,83,True,rachel.alvarado@example.edu
T07642,Paul Stuart,Male,UK,Mathematics,Mathematics,Masters,40,Project-based,TESOL,Visiting,Spanish,2.85,71,True,paul.stuart@example.edu
T07643,Carolyn Wright,Non-Binary,USA,Philosophy,Mathematics,PhD,15,Lecture-based,None,Full-time,Mandarin,3.18,73,True,carolyn.wright@example.edu
T07644,Joanna Cline,Female,Canada,Mathematics,Biology,Masters,31,Interactive,M.Ed,Full-time,English,2.96,67,False,joanna.cline@example.edu
T07645,Nichole Butler,Non-Binary,France,Geography,Geography,Masters,22,Flipped Classroom,B.Ed,Full-time,French,3.8,54,False,nichole.butler@example.edu
T07646,David Smith,Non-Binary,Canada,English,Mathematics,Masters,19,Lecture-based,TESOL,Part-time,French,3.71,77,False,david.smith@example.edu
T07647,Steven Summers,Non-Binary,Australia,Biology,Chemistry,Bachelors,28,Hybrid,M.Ed,Visiting,Mandarin,3.56,73,False,steven.summers@example.edu
T07648,Kenneth Miller,Male,Canada,History,History,Bachelors,35,Hybrid,M.Ed,Visiting,English,4.21,46,True,kenneth.miller@example.edu
T07649,John Walker,Non-Binary,Canada,Chemistry,Philosophy,Bachelors,26,Project-based,Online Certifications,Part-time,English,2.54,78,False,john.walker@example.edu
T07650,Kayla Ferguson,Male,India,Economics,Philosophy,PhD,17,Interactive,TESOL,Part-time,Spanish,4.84,74,True,kayla.ferguson@example.edu
T07651,Daniel Harris,Male,France,Economics,Chemistry,PhD,40,Lecture-based,Online Certifications,Full-time,French,4.14,87,True,daniel.harris@example.edu
T07652,Leslie Brown,Non-Binary,Australia,Biology,English,PhD,14,Interactive,TESOL,Full-time,French,3.66,89,False,leslie.brown@example.edu
T07653,David Thompson,Female,USA,Computer Science,Economics,PhD,13,Lecture-based,M.Ed,Part-time,French,3.01,57,False,david.thompson@example.edu
T07654,Kyle Perez,Male,UK,Philosophy,Mathematics,PhD,16,Hybrid,Online Certifications,Full-time,English,4.21,53,True,kyle.perez@example.edu
T07655,Jason Strickland,Male,Canada,Mathematics,Philosophy,Masters,28,Flipped Classroom,PGCE,Full-time,Spanish,3.81,33,True,jason.strickland@example.edu
T07656,Michael Davis,Female,Australia,Physics,Geography,PhD,25,Lecture-based,PGCE,Full-time,English,3.2,84,True,michael.davis@example.edu
T07657,Kathy Mercado,Non-Binary,UK,Geography,Geography,Masters,39,Flipped Classroom,B.Ed,Visiting,German,3.02,13,False,kathy.mercado@example.edu
T07658,Lindsey Dunn,Non-Binary,France,Physics,Geography,PhD,5,Interactive,Online Certifications,Full-time,English,3.31,9,False,lindsey.dunn@example.edu
T07659,Steven Baker,Female,Australia,Economics,Philosophy,Bachelors,40,Lecture-based,B.Ed,Full-time,English,4.24,7,True,steven.baker@example.edu
T07660,Scott Armstrong,Male,France,English,Mathematics,Masters,18,Interactive,M.Ed,Visiting,Mandarin,2.59,27,True,scott.armstrong@example.edu
T07661,Stephanie Gonzalez,Non-Binary,India,Physics,Biology,Masters,12,Hybrid,Online Certifications,Full-time,Spanish,3.3,98,False,stephanie.gonzalez@example.edu
T07662,Megan Wilson,Male,India,Philosophy,English,Bachelors,39,Lecture-based,None,Part-time,Spanish,2.77,91,True,megan.wilson@example.edu
T07663,Carl Benjamin,Non-Binary,France,Computer Science,English,PhD,24,Project-based,None,Visiting,French,2.96,8,True,carl.benjamin@example.edu
T07664,Rachel Cross,Male,France,History,Computer Science,PhD,14,Lecture-based,Online Certifications,Full-time,Mandarin,2.67,14,False,rachel.cross@example.edu
T07665,Juan Miles,Male,Canada,English,Physics,Bachelors,25,Interactive,None,Full-time,English,4.24,60,False,juan.miles@example.edu
T07666,Susan Allen,Male,UK,Economics,Chemistry,Masters,8,Interactive,PGCE,Part-time,Mandarin,4.34,62,False,susan.allen@example.edu
T07667,Amy Snow,Female,Germany,Mathematics,Chemistry,Masters,28,Project-based,TESOL,Part-time,French,4.01,28,False,amy.snow@example.edu
T07668,Jeremy Norton,Male,Canada,English,Biology,PhD,38,Lecture-based,None,Full-time,German,2.82,79,False,jeremy.norton@example.edu
T07669,Helen Stephens,Male,Canada,Mathematics,Mathematics,PhD,5,Hybrid,None,Full-time,Mandarin,2.69,88,True,helen.stephens@example.edu
T07670,Damon Dunn Jr.,Female,France,Philosophy,Chemistry,Bachelors,12,Project-based,Online Certifications,Part-time,German,4.31,99,False,damon.dunn.jr.@example.edu
T07671,Timothy Jackson,Non-Binary,Germany,History,Physics,Bachelors,22,Interactive,None,Full-time,English,2.54,32,False,timothy.jackson@example.edu
T07672,Samantha Harris,Non-Binary,Australia,Geography,Biology,Masters,8,Hybrid,TESOL,Part-time,French,3.31,25,False,samantha.harris@example.edu
T07673,Tammy Richards,Non-Binary,Germany,Economics,Chemistry,Masters,17,Hybrid,PGCE,Full-time,French,4.19,95,False,tammy.richards@example.edu
T07674,Luis Gomez,Female,Canada,Economics,Computer Science,PhD,18,Interactive,B.Ed,Visiting,French,4.79,50,False,luis.gomez@example.edu
T07675,Derrick Morris,Male,France,Mathematics,Biology,Bachelors,16,Hybrid,M.Ed,Visiting,German,4.56,73,False,derrick.morris@example.edu
T07676,Tracy Anderson,Female,USA,Geography,Philosophy,PhD,29,Lecture-based,PGCE,Part-time,French,3.77,38,True,tracy.anderson@example.edu
T07677,Anita Mccarty,Male,Germany,Economics,History,PhD,19,Interactive,M.Ed,Part-time,French,3.13,80,False,anita.mccarty@example.edu
